% | 1 16
1 | 1 1
garrison | 0 2
gas | 3 4
gate | 0 1
gates | 1 0
gateway | 0 1
gathering | 0 1
gatherings | 1 0
gays | 6 0
gaza | 0 1
geishas | 0 1
gelignite | 1 0
gelly | 1 0
gen. | 0 18
general | 3 86
generals | 2 5
generation | 5 10
generations | 1 1
gentleman | 0 10
gentlemen | 3 4
geologists | 0 1
geraldo | 0 1
germ | 0 1
germans | 1 1
getaway | 0 1
geurillas | 0 1
gf | 0 1
ghali | 0 1
ghanistan | 0 1
ghetto | 1 0
giant | 2 14
giants | 0 5
gift | 0 2
girl | 8 26
girlfriend | 0 9
girlfriend... | 0 1
girls | 12 20
givers | 1 0
glen | 0 1
globe | 0 12
go | 0 1
go-cart | 1 0
go-getters | 0 1
goalie | 0 2
goalkeeper | 0 1
goalscorer | 0 1
goaltender | 0 1
god | 0 20
godfather | 0 2
gods | 0 1
golf | 2 0
golfer | 1 4
golfers | 0 1
goobers | 0 1
gore | 0 86
gorge | 0 1
gov | 0 4
gov. | 0 18
governiks | 0 1
government | 59 625
governments | 13 36
governor | 17 159
governorate | 0 3
governors | 2 9
grader | 0 1
graders | 0 3
graduate | 0 2
graduates | 5 2
grams | 0 1
grandchildren | 1 8
granddaddy | 0 1
granddaughter | 0 2
grandfather | 1 4
grandfathers | 3 0
grandma | 0 2
grandmother | 0 13
grandpa | 0 1
grandparents | 2 1
grandson | 0 8
grateful | 0 2
graveyard | 0 2
greens | 0 1
grenade | 1 2
grenades | 6 6
greywolf 1,040,900 1 | 0 1
grocer | 1 0
groceries | 0 1
groom | 0 3
ground | 9 5
grounds | 0 2
group | 19 277
groupies | 1 0
grouping | 0 1
groupings | 0 2
groups | 41 116
growers | 1 1
grubber | 1 0
guarantors | 0 1
guard | 2 15
guardian | 1 5
guards | 6 18
guaruras | 3 0
guerillas | 0 1
guerrilla | 0 2
guerrillas | 1 22
guest | 4 9
guests | 5 21
guide | 0 2
guild | 0 1
guingamp | 0 1
guitarists | 1 0
gulags | 1 0
gulf | 0 5
gun | 27 7
gun. | 1 0
gunman | 1 16
gunmen | 2 16
gunner | 1 1
gunners | 0 1
guns | 11 15
gunships | 0 3
gunshot | 1 0
guru | 0 2
guy | 14 73
guys | 5 47
gym | 0 1
gymnast | 0 1
gynecologists | 2 0
gyno | 0 1
haberdasher | 0 1
habitat | 0 1
habitats | 1 0
hackers | 1 3
haider | 0 1
half | 6 26
halfpipe | 0 1
hall | 0 10
halls | 1 1
hallway | 0 3
hallways | 1 0
halves | 0 1
hamas | 0 5
hamid | 0 1
hamlet | 0 3
hamlets | 0 1
handful | 1 5
handgun | 0 1
handler | 0 2
handlers | 0 1
hands | 1 2
hangar | 0 4
hangars | 0 1
hangout | 0 1
harbor | 1 10
harbour | 1 0
hardliner | 0 1
hardliners | 0 1
harrod | 0 1
hatcheries | 1 0
haters | 1 0
haven | 0 3
hawks | 1 0
hayden | 0 1
head | 4 81
headline | 0 1
headquarters | 1 54
heads | 3 7
healer | 1 0
health | 0 3
healthy | 1 0
hearing | 0 1
heart | 0 10
heartland | 0 2
heath | 0 2
heaven | 0 2
heavens | 0 1
heavyweight | 1 0
heavyweights | 1 0
heir | 1 5
heirs | 0 1
helicopter | 8 15
helicopters | 4 18
hell | 0 1
helo | 0 1
help | 0 1
hemisphere | 0 1
henchmen | 0 2
herd | 2 0
herders | 0 1
hero | 6 7
heroes | 3 7
heroine | 0 1
herself. | 0 1
heterosexuals | 1 0
hezbollah | 0 2
hide-out | 0 1
hideaway | 0 1
hideout | 0 2
hierarchy | 0 1
highway | 2 19
highways | 0 6
hijacker | 0 1
hijackers | 0 1
hill | 0 3
hills | 0 5
hilltop | 0 2
him. | 0 1
hinterland | 0 1
hippie | 1 0
hire | 1 0
hirees | 1 0
historian | 0 4
historians | 2 2
hit | 0 2
hitter | 0 1
hitters | 1 5
hmong | 0 1
hmos | 1 0
ho | 1 0
hobart | 0 1
hobbyists | 0 1
hockey | 0 1
holder | 0 2
holders | 1 3
holding | 0 2
holdouts | 0 2
hole | 0 1
holly | 0 2
holtz. | 0 1
home | 27 215
homeland | 0 9
homelands | 0 2
homeless | 1 0
homeport | 0 1
homes | 14 38
hometown | 0 12
homo sapiens | 1 0
homosexuals | 2 7
honor | 0 1
hood | 1 0
hoods | 0 1
hookers | 0 1
hooligan | 3 0
hooligans | 3 0
hooters | 0 1
hope | 0 2
hopefuls | 1 0
hordes | 0 1
horizon | 0 1
hospice | 1 0
hospital | 9 85
hospitals | 8 14
host | 2 16
hostage | 0 1
hostages | 1 14
hostess | 1 0
hostesses | 1 1
hosts | 4 6
hotel | 5 42
hoteliers | 2 0
hotels | 10 19
hotspot | 0 2
house | 7 122
household | 3 0
households | 4 6
houses | 4 22
housing | 4 2
hub | 0 3
hubbies | 0 1
hubs | 0 1
hulk | 0 1
human | 1 0
humanists | 1 0
humanity | 0 1
humans | 10 1
humblest | 1 0
hundred | 0 1
hundreds | 5 21
hunt | 0 1
hunter | 2 6
hunters | 9 3
hurricanes | 0 1
husband | 2 69
husbands | 3 1
hyena | 0 1
hypocrite | 0 1
i | 0 17
ice | 2 0
idealists | 0 1
ideologue | 1 0
ideologues | 1 0
idiot | 0 3
idiots | 0 4
idol | 0 3
ill | 1 0
imam | 0 1
imitators | 0 1
immigrant | 0 3
immigrants | 10 21
immigration | 0 1
impacmtg | 0 1
impala | 0 2
importers | 1 0
imswimmers | 0 1
imunified | 0 1
incompetent | 1 0
incumbent | 2 7
incumbents | 1 3
independents | 5 3
indexers | 1 0
individual | 9 1
individuals | 10 17
industries | 4 15
industry | 12 125
industry. | 0 1
infant | 2 2
infantry | 1 3
infants | 3 3
infected | 1 0
influx | 0 1
informant | 2 5
information | 0 1
informer | 0 2
informers | 0 2
informtive | 0 1
infrastructure | 0 1
infrastructures | 0 1
ingenue | 1 0
inglewood | 0 1
inhabitants | 0 3
injured | 0 5
inlaws | 0 1
inmate | 3 6
inmates | 2 3
inn | 0 1
innocents | 1 0
innovator | 0 1
innovators | 1 0
inside | 0 1
insider | 7 2
insiders | 5 4
inspection | 0 2
inspector | 0 12
inspectors | 23 63
installation | 0 1
installations | 0 1
institute | 0 8
institutes | 0 2
institution | 3 14
institutions | 19 31
instructor | 0 1
insurer | 0 2
insurers | 0 2
insurgents | 1 9
integrators | 0 1
intellectual | 1 3
intellectuals | 2 1
intelligence | 1 9
interceptors | 0 1
interest | 1 0
interests | 0 2
interlocutor | 1 0
interloper | 0 1
intermediaries | 0 3
intermediary | 0 1
intern | 1 14
internet | 1 0
interpreter | 1 2
interrogators | 0 1
intersection | 1 0
intersections | 0 1
interstate | 0 2
interveners | 0 1
intervenors | 1 0
interviewees | 0 1
interviewer | 0 2
intruder | 0 3
intruders | 0 2
invaders | 1 0
invalids | 1 0
inventor | 0 1
investigator | 0 9
investigators | 3 77
investments | 1 0
investor | 8 8
investors | 58 44
ira | 0 2
iran | 0 6
iraq | 0 11
iraq. | 0 1
iraqi | 0 2
iraqies | 0 1
iraqis | 3 18
iraqs | 0 1
island | 4 42
islanders | 0 1
islands | 0 10
islets | 0 4
israelis | 1 9
issue | 0 2
ivorians | 0 1
ivory | 0 2
jack | 0 13
jail | 18 28
jailers | 0 2
jails | 1 4
japanese | 0 5
jasmine | 0 2
jay | 0 9
jean | 0 18
jeb | 0 1
jeep | 1 3
jeeps | 0 1
jeffersonians | 0 1
jerry | 0 1
jerusalem | 0 1
jet | 0 7
jetliner | 0 1
jets | 2 4
jewel | 1 2
jeweler | 0 1
jews | 2 5
jfk | 0 1
jimmy | 0 2
jingle | 0 4
job | 3 1
jobs | 1 0
jockey | 0 3
jocks | 1 0
joe | 0 1
john | 0 100
joke | 0 1
jordanians | 1 0
jounalists | 0 1
journalist | 6 35
journalists | 22 39
joy | 0 1
judge | 3 123
judges | 10 36
judiciary | 1 3
july | 0 1
jumper | 0 1
jumpers | 0 1
junction | 0 7
jungle | 0 2
junior | 0 1
junta | 0 9
jural | 1 0
jurisdiction | 1 1
jurists | 0 1
juror | 2 5
jurors | 0 5
jury | 13 46
justice | 0 47
justices | 1 27
kapusta | 1 0
katv | 0 2
keeper | 0 2
ken | 0 35
kennels | 0 1
key | 0 2
kezi | 0 1
kid | 3 17
kidnapper | 0 1
kidnappers | 2 14
kids | 31 38
killer | 3 32
killers | 3 8
killings | 1 0
kind | 3 1
kindergarten | 1 0
king | 1 46
kingdom | 0 1
kings | 1 0
kirkuk | 0 1
kitchen | 1 2
kitchens | 0 1
kitty | 0 2
kmart | 0 2
knife | 4 4
knight | 0 2
knot | 0 1
kplu | 0 1
kramer | 0 1
kramers | 0 8
kremlin | 0 1
kurds | 0 4
kvm | 0 2
l.a | 0 1
la | 1 10
lab | 0 2
label | 0 6
labor | 5 1
laboratories | 1 3
laboratory | 0 1
laborers | 1 3
labs | 0 1
lace | 0 1
lackeys | 0 1
ladies | 7 7
lady | 5 12
lagoons | 0 1
lair | 1 0
lake | 1 5
lakes | 0 1
land | 6 29
lander | 0 2
landholdings | 1 0
landlord | 0 2
landmark | 0 1
lands | 1 4
landscape | 0 1
lane | 0 1
laos. 3 | 0 1
lapastica | 0 1
largo | 0 1
laser | 2 6
lasers | 2 1
last | 0 2
latest | 0 1
latter | 1 1
latvia. .. | 0 1
laundromat | 0 1
laura | 0 1
law | 0 2
lawmaker | 0 8
lawmakers | 4 40
lawn | 0 4
lawyer | 10 108
lawyers | 20 115
lea | 0 1
lead | 0 1
leader | 21 216
leaders | 27 218
leadership | 4 27
league | 2 49
leaguer | 0 1
leagues | 3 8
learner | 0 1
lebabon | 0 1
lebanese | 0 1
lebanon | 0 2
lee | 0 6
left | 0 1
leftists | 0 1
leg | 0 1
legacy | 0 1
legend | 0 7
legends | 0 1
legion | 0 1
legions | 1 0
legislator | 1 6
legislators | 0 12
legislature | 0 24
legislatures | 2 0
lenders | 0 3
lesbians | 1 0
liaison | 0 1
liar | 5 2
liberal | 1 8
liberals | 9 7
libertarian | 0 1
libertarians | 0 1
librarians | 1 0
libraries | 0 1
library | 0 3
libya | 0 1
lieutenant | 0 2
lieutenants | 0 3
lift | 0 1
lifts | 0 1
limb | 0 1
limits | 0 1
lincoln | 0 1
line | 2 11
linebacker | 0 1
lineman | 1 1
linemen | 0 2
liners | 0 1
lines | 4 6
lineup | 0 1
listener | 0 1
listeners | 3 2
little | 0 1
liverpool | 0 1
lives | 2 7
lobbies | 1 0
lobby | 1 7
lobbyist | 1 11
local | 0 2
locals | 1 7
location | 2 13
locations | 2 10
locus | 0 1
loners | 0 1
longboat | 0 1
loonies | 2 0
loony | 1 0
looter | 1 0
looters | 0 1
lord | 0 1
lords | 1 0
loser | 1 2
losers | 0 1
losses | 0 1
lot | 11 26
lots | 0 2
lounge | 0 1
lounges | 1 0
louse | 0 1
love | 0 1
lover | 0 1
lovers | 1 0
loyalist | 0 1
loyalists | 0 3
lt. | 0 7
lt. gen. | 0 1
ltlee | 0 1
lumberyard | 0 1
luminary | 0 1
lunatic | 0 1
luster | 0 2
lybia | 0 1
lynch | 0 1
m | 0 2
m1 | 2 0
machetes | 0 1
machine | 1 2
machinery | 0 1
madam | 0 1
mafia | 2 19
mafias | 0 1
magazine | 0 14
magazines | 0 6
magistrate | 0 1
magistrates | 0 1
maid | 0 1
maids | 1 0
mainland | 0 8
maj. | 0 3
major | 0 19
majorities | 0 1
majority | 17 32
majors | 0 2
maker | 1 16
makers | 1 12
malaysians | 0 1
male | 1 2
males | 2 1
mall | 1 8
malls | 1 1
man | 56 241
management | 2 11
manager | 0 45
managers | 11 16
mangler | 0 1
manhattan | 0 1
maniac | 0 1
mankind | 3 1
mansion | 0 7
manufacturer | 1 5
manufacturers | 4 6
many | 22 83
marchers | 0 5
marina | 0 1
marine | 2 5
mariners | 0 1
marines | 2 20
mark | 0 46
market | 2 28
marketer | 0 1
marketers | 0 3
marketmakers | 0 1
marketplace | 0 1
markets | 10 8
marshal | 0 1
marshals | 1 0
marshland | 0 1
martin | 0 4
martyr | 0 3
martyrs | 0 1
marvel | 1 0
masses | 2 0
masseuses | 1 0
master | 5 5
master.. | 0 1
masters | 2 2
matchmaker | 0 1
mate | 0 4
mater | 0 1
material | 0 1
mates | 1 3
mathematician | 0 2
mathematicians | 0 2
matriarch | 0 1
maven | 0 1
mavens | 1 0
may | 0 1
mayor | 1 59
mayors | 0 2
mcclauklin | 0 1
mcdonalds | 1 0
mclaren | 1 0
mdp | 0 1
me. | 0 1
me.. | 0 1
meadows | 1 0
mecca | 1 0
mechanics | 0 3
medalist | 1 3
medalists | 0 2
media | 53 36
mediator | 2 2
medic | 0 1
medicare | 0 1
medics | 0 1
mediterranean | 0 1
medium | 1 0
member | 20 92
members | 58 237
membership | 3 1
memorial | 0 10
men | 71 161
men. | 0 1
menace | 0 1
mentor | 0 2
mercedes | 0 1
merchant | 6 2
merchants | 1 8
mercy | 0 1
messenger | 1 0
meteorologists | 0 2
metropolis | 0 1
michelle | 0 2
mickey | 0 3
microbiologist | 0 2
micropreemies | 1 0
middle | 0 29
middlemen | 1 1
mideast | 0 3
midfielder | 0 1
midsection | 0 1
midwest | 0 1
midwesterner | 1 0
midwife | 1 0
mig | 1 0
migrants | 0 1
migs | 0 1
mike | 0 85
miles | 0 9
militant | 0 4
militants | 3 16
militaries | 0 2
military | 3 90
military. | 0 1
militia | 1 8
militiamen | 0 2
militias | 0 1
mill | 1 2
miller | 0 3
million | 0 1
millionaire | 0 5
millions | 4 9
mimi | 0 2
minds | 0 1
mine | 0 9
miners | 0 2
mines | 1 7
minions | 0 1
minister | 11 138
ministers | 1 29
ministries | 1 10
ministry | 2 18
minor | 3 1
minorites | 0 1
minorities | 4 0
minority | 7 9
minors | 1 0
minstrel | 0 1
mishmash | 0 1
miss | 5 3
missile | 16 13
missiles | 14 32
mission | 0 1
missionaries | 0 1
missionary | 0 1
missus | 0 1
mistress | 0 5
mistresses | 1 0
mob | 1 25
mobster | 1 3
mobsters | 5 8
model | 0 7
models | 0 3
moderate | 2 1
moderates | 0 6
modesto | 0 1
module | 0 5
modules | 0 1
moguls | 1 0
mohammed | 0 1
molester | 0 1
molesters | 1 0
mom | 2 11
monarch | 0 2
monarchist | 0 1
monarchists | 0 1
monarchy | 0 3
monastery | 0 1
money | 1 0
moneymaker | 0 1
monicas | 0 1
monitor | 0 1
monitors | 3 2
monk | 0 1
monopolies | 0 2
monopoly | 0 2
monster | 1 0
monument | 0 3
monuments | 0 1
moon | 0 4
more | 1 5
morgue | 0 2
morocco | 0 1
mortar | 3 0
mortars | 1 6
mosque | 0 11
mosques | 1 0
most | 17 60
motels | 0 1
mother | 11 78
mother- in-law | 0 1
mother-in-law | 0 1
motherland | 0 4
mothers | 11 2
motor | 0 1
motorbikes | 0 1
motorcade | 0 1
motorcycle | 3 1
motorcycles | 2 0
motorcyclist | 0 1
motorcyclists | 1 1
motorists | 2 1
mountain | 1 9
mountains | 1 2
mourners | 1 3
mouth | 0 1
movement | 0 13
movers | 0 1
moviegoer | 1 0
moviegoers | 2 0
mr. | 1 124
mrs. | 0 16
ms. | 0 7
mt | 0 2
mullahs | 2 0
multi | 0 5
multinationals | 0 1
multitudes | 0 2
mummy | 1 1
municipality | 0 1
munitions | 0 1
murderer | 2 4
murderers | 1 0
muscovites | 2 0
museum | 0 18
museums | 8 4
musher | 0 1
mushers | 0 1
musician | 1 0
musicians | 2 4
musicologist | 0 1
muslims | 2 1
n.b.a | 0 2
n.b.a. | 0 2
n.f.l. | 0 1
n2k | 0 1
naacp | 0 1
nader | 0 2
name | 0 2
names | 0 2
namesake | 0 2
nannies | 1 0
nanny | 1 1
narateor | 0 1
narcicists | 0 1
nasheva | 0 1
nasiriyah | 0 3
natalie | 0 1
nation | 10 195
national | 1 7
nationalists | 5 2
nationals | 4 6
nations | 23 54
native | 0 7
natural | 1 0
navies | 1 4
navy | 0 26
nazies | 0 1
nba | 0 3
nbc. | 0 1
negatives | 1 0
negotiants | 0 1
negotiator | 0 9
negotiators | 0 13
neighbor | 0 18
neighborhood | 1 25
neighborhoods | 4 3
neighbors | 7 17
neighbour | 0 1
neighbours | 0 1
neither | 0 1
neo | 3 3
neonatalogist | 0 1
nephew | 0 1
nephews | 0 2
nephrologist | 0 1
network | 3 52
networker | 0 1
networks | 3 15
newborns | 0 1
newcomer | 0 1
news | 1 5
newsagent | 0 1
newsdesk | 0 1
newsgroup | 0 1
newsletter | 0 1
newsmagazine | 0 1
newsmaker | 0 1
newsman | 0 3
newspaper | 2 36
newspapers | 5 21
newsroom | 0 1
newsstands | 0 1
next | 1 0
nick | 0 3
nicole | 0 1
niece | 0 4
nigerians | 3 2
nightclub | 0 2
nightclubs | 3 1
nine | 0 1
nitpicker | 0 1
nlrb | 0 1
no. | 1 2
nominee | 1 13
nominees | 1 1
nominees. | 0 1
non | 4 2
none | 1 0
nonsigners | 0 1
nonskiers | 1 0
norgay | 0 1
north | 0 48
northeast | 0 7
northwest | 0 3
norwegians | 0 1
novelist | 0 3
novices | 0 1
nuclear | 1 0
nudist | 1 0
nuissance | 0 1
nuke | 1 1
nukes | 2 1
number | 6 43
numbers | 1 2
nun | 0 1
nurse | 1 6
nurses | 2 3
nurturers | 1 0
nut | 1 0
nuthouse | 0 1
nutritionists | 2 0
o | 0 2
oasis | 0 2
objectives | 0 1
observatory | 0 1
observer | 1 4
observers | 10 22
observetory | 0 1
obstacle | 0 1
obstetricians | 1 0
occupant | 1 0
occupants | 1 2
occupiers | 1 0
ocean | 1 5
october | 0 1
octuplets | 1 1
odera | 0 2
offender | 0 1
offenders | 0 4
offficers | 0 1
officals | 0 1
office | 11 147
office. .. | 0 2
officer | 5 96
officers | 16 61
offices | 7 29
official | 15 218
officials | 29 677
offspring | 1 1
ogonis | 0 1
oil | 0 2
old | 1 1
oldest | 0 3
olds | 2 0
oldsters | 0 1
oligarchs | 1 3
onboard | 0 1
one | 34 341
one more | 0 1
ones | 15 23
onlooker | 0 1
only three | 0 1
operation | 0 7
operations | 1 1
operative | 0 1
operatives | 1 3
operator | 0 3
operators | 5 9
opponent | 5 15
opponents | 11 18
opposition | 2 27
oppressors | 0 1
optimist | 0 1
option | 1 4
orbit | 0 2
orchestra | 0 1
orchestras | 1 0
order | 0 1
orderly | 0 1
ordnance | 0 3
organ | 0 1
organisation | 2 0
organisations | 1 1
organisers | 0 1
organist | 0 2
organization | 9 77
organizations | 21 36
organizations. | 1 0
organizer | 1 3
organizers | 0 10
original | 1 1
orphan | 0 2
orphannage | 0 1
oslo | 0 2
osu | 0 1
other | 3 13
other. | 1 0
others | 33 144
outcast | 0 1
outfielder | 0 2
outfit | 0 2
outfits | 0 1
outlet | 0 3
outlets | 0 4
outpost | 0 7
outposts | 0 1
outside | 0 3
outsider | 2 1
outsiders | 3 1
outskirts | 0 24
overextended | 1 0
overseer | 0 1
overseers | 0 1
own | 1 6
owner | 2 40
owners | 10 36
ownership | 1 0
ozzy | 0 1
p | 1 4
p.g.a | 0 1
p.o.w | 0 2
p.o.w. | 0 1
p.o.w.s | 0 6
p.s. 87 | 0 1
pack | 0 2
pad | 0 1
padres | 0 1
page | 0 2
pain | 0 1
painter | 0 2
pair | 0 2
palace | 0 12
palaces | 0 10
palazzos | 0 1
paleobiologist | 0 1
paleontologist | 0 1
palestinian | 0 1
palestinians | 0 3
palestinians. | 1 0
palm | 0 6
panel | 3 33
panels | 2 1
panhandles | 0 1
paper | 0 18
papers | 3 3
par | 0 2
parachutes | 0 2
paragon | 0 2
paralegal | 0 1
paramilitaries | 0 2
paratroopers | 0 2
parcells. . . | 0 1
parent | 6 5
parents | 31 56
parish | 0 2
parishes | 1 1
parishioners | 1 1
park | 1 21
parks | 4 8
parliament | 1 27
parliamentarian | 0 1
parliamentarians | 0 1
parliaments | 0 1
parlor | 0 1
part | 5 56
part-owner | 0 1
participant | 1 2
participants | 5 10
parties | 5 82
partisans | 1 1
partner | 5 32
partners | 9 26
partnership | 0 4
partnerships | 0 2
parts | 1 45
party | 15 128
partygivers | 1 0
pasadena | 0 6
passageway | 0 1
passageways | 0 1
passenger | 9 6
passengers | 16 15
passer-by | 0 3
passerby | 0 1
passers-by | 1 1
passes | 0 1
pastor | 0 4
pastors | 0 1
pasture | 0 1
pat | 0 2
path | 0 3
pathologists | 0 1
paths | 0 1
patient | 6 4
patients | 39 12
patio | 1 0
patriarch | 0 1
patriot | 1 2
patrol | 0 2
patrols | 0 5
patrons | 2 2
patty | 0 1
pavement | 0 1
peace | 0 1
peacekeepers | 1 3
peacemaker | 1 1
peak | 0 2
pearl | 0 1
peasants | 2 0
peddler | 0 1
pedestrians | 0 1
peek | 0 1
peer | 1 0
peers | 1 1
peninsula | 0 5
pensioner | 0 1
pentagon | 0 18
people | 540 919
people. . . | 1 0
people.. | 0 1
people.so | 0 1
peoples | 1 1
peoria | 0 1
percent | 15 49
percentage | 1 0
perimeter | 0 1
periodicals | 1 0
perkin. | 0 1
perp | 1 0
perpetrators | 1 3
perry | 0 1
person | 53 90
persona non grata | 1 1
personalities | 1 3
personality | 1 4
personnel | 18 24
persons | 7 2
perth | 0 1
pessimists | 1 0
petrel | 0 2
pevek | 0 1
phalanx | 0 1
phenom | 0 1
philanthropist | 1 1
philosophy | 0 1
phoenix | 0 3
phoilosopher | 1 0
phony | 0 1
photographer | 0 8
photographers | 2 10
photojournalist | 1 0
physician | 0 6
physicians | 2 0
physicist | 0 1
physicists | 0 1
pick | 1 8
pickers | 2 0
picks | 0 3
pickup | 0 1
piece | 0 3
pieces | 0 4
pier | 0 2
pigpens | 1 0
pigsties | 1 0
pile | 0 1
pilgrims | 2 1
pilot | 0 30
pilots | 11 29
pioneer | 0 3
pioneers | 1 0
pipeline | 2 5
pirates | 0 1
pistol | 2 1
pistols | 1 0
pitcher | 2 5
pitchers | 1 5
pl | 0 1
place | 7 56
places | 9 21
plains | 0 3
plaintiff | 0 4
plaintiffs | 0 8
plan | 0 2
plane | 10 42
planes | 5 22
planet | 1 20
planner | 1 2
plant | 6 36
plant. | 0 1
plants | 2 16
platform | 2 8
platforms | 4 3
platoon | 0 3
player | 24 40
players | 33 88
playhouse | 0 1
playmate | 0 1
playwright | 0 4
playwrights | 0 1
plaza | 0 1
plazas | 1 0
pledge | 0 1
plenty | 0 1
plez | 0 1
poachers | 1 0
podujevo | 0 1
poet | 1 1
poets | 1 0
point | 0 10
points | 1 4
poles | 0 1
police | 39 333
police. | 0 1
policeman | 2 3
policemen | 3 11
policewoman | 0 1
policymaker | 0 1
policymakers | 1 0
politician | 10 16
politicians | 22 24
politicians.. | 0 1
polls | 3 2
pollsters | 0 4
pond | 1 5
ponds | 0 2
pool | 3 6
pools | 0 2
poor | 8 1
poorest | 1 1
pope | 4 18
popes | 1 0
popo | 0 2
populace | 1 0
population | 8 57
populations | 0 4
populous | 0 1
porches | 0 1
pork | 0 1
pornographer | 0 1
port | 1 69
porter | 0 1
porters | 2 0
portion | 0 4
portions | 0 2
ports | 3 10
position | 0 3
positions | 2 2
positives | 1 0
possession | 0 1
possessions | 0 9
post | 1 9
posters | 1 0
posts | 0 1
power | 5 14
powerful | 1 0
powerhouse | 2 1
powers | 0 11
practice | 0 1
practitioner | 0 3
pram | 0 1
prams | 0 1
preacher | 0 2
preachers | 1 2
precinct | 0 1
precincts | 1 1
precursors | 0 1
predator | 1 0
predators | 0 1
predecessor | 0 9
predecessors | 1 1
prefect | 0 1
prefecture | 0 1
premier | 3 15
premiere | 0 4
premises | 0 2
presence | 1 2
preservationists | 1 0
preserve | 0 1
presidency | 0 4
president | 66 1073
presidents | 6 19
presidium | 0 1
press | 19 10
priest | 1 9
priests | 4 0
prime | 0 1
prime minister | 0 13
prince | 2 33
princess | 1 3
principal | 1 2
principals | 2 1
printer | 0 1
prison | 56 49
prison. | 0 1
prisoner | 1 11
prisoners | 13 33
prisons | 1 1
private | 0 1
prize | 0 2
prizes | 0 1
problem | 1 2
producer | 0 13
producers | 6 6
product | 0 1
professional | 1 0
professionals | 8 4
professor | 0 59
profit | 0 1
progeny | 0 1
program | 1 17
programme | 0 1
programmers | 2 1
programs | 2 4
project | 0 9
projects | 4 1
proliferators | 1 0
promoter | 0 2
properties | 5 4
property | 2 6
prophet | 0 1
proponents | 2 4
proportion | 0 2
proprietorships | 0 1
pros | 1 0
prosecution | 0 9
prosecutor | 17 36
prosecutors | 8 49
prospects | 0 1
prostitute | 1 1
protectees | 1 0
protector | 1 3
protectorates | 0 1
protectors | 1 0
protege | 0 3
proteges | 0 1
protesters | 5 34
protestors | 0 2
provences | 0 1
provider | 1 3
providers | 6 1
province | 2 47
provinces | 2 11
prowlers | 1 0
psychiatrist | 0 4
psychics | 0 1
psychoanalyst | 0 2
psychologist | 0 3
psychologists | 1 0
pt | 0 1
pub | 1 5
public | 31 35
publication | 0 2
publications | 1 0
publics | 1 0
publisher | 0 3
publishers | 0 1
pubs | 0 1
pundit | 1 0
pundits | 0 4
punk | 0 2
puppet | 1 0
puppets | 0 1
purchaser | 0 1
purveyors | 0 1
qadaffi | 0 1
qb | 0 1
quadriplegic | 0 1
quarantine | 0 1
quarterback | 2 4
quarterbacks | 1 2
quartet | 0 1
quartets | 1 0
queen | 0 16
queenslanders | 0 1
question | 0 2
questioner | 0 1
rabbi | 0 2
rabble | 0 1
race | 0 1
races | 0 1
racist | 0 1
rackets | 0 1
raconteur | 0 1
radiance | 0 1
radicals | 0 1
radio | 0 7
radius | 0 1
raft | 0 1
rage | 0 1
raiders | 0 1
raidience | 0 1
rail | 1 0
railroad | 0 3
railroads | 0 1
rails | 1 0
railway | 5 2
railways | 0 1
rainbow | 0 1
raisers. [ | 1 0
rally | 0 1
ranch | 0 14
rancher | 0 1
range | 0 4
rangers | 0 2
rank | 1 0
ranks | 1 0
rantissi | 0 1
rapid | 0 2
rapier | 1 0
rapist | 0 4
rapists | 1 0
rapper | 1 10
rappers | 2 0
raptors | 0 1
rat | 0 1
rats | 0 1
razor | 0 1
reactor | 0 1
reactors | 0 1
readers | 6 3
rear | 0 2
rebel | 1 3
rebels | 3 42
receivers | 0 4
recesses | 0 1
recipient | 2 2
recipients | 1 0
recluse | 1 0
recruit | 0 1
recruits | 3 0
rectangle | 0 1
red | 0 4
reds | 0 4
redwood | 0 2
reef | 0 1
referees | 0 1
refineries | 1 1
refinery | 0 1
reformers | 2 1
reformists | 0 1
refuge | 1 1
refugee | 4 3
refugees | 8 17
regents | 0 2
regime | 2 80
regimes | 0 2
region | 2 180
regions | 2 29
registrar | 0 3
regulars | 2 0
regulator | 0 2
regulators | 6 19
reinforcements | 0 1
reinsurer | 0 1
reinsurers | 1 0
relative | 0 11
relatives | 7 21
reliever | 0 1
religion | 3 0
remainder | 0 1
remnants | 0 2
renegades | 1 0
renters | 1 0
rep | 1 2
rep. | 0 9
replacement | 1 1
reporter | 5 87
reporters | 21 107
representative | 0 22
representatives | 6 41
reprocessor | 0 1
republic | 7 27
republican | 0 12
republicans | 7 52
republics | 0 2
rescuer | 0 1
rescuers | 0 7
researcher | 0 10
researchers | 2 41
researches | 0 1
reservers | 0 1
reserves | 1 0
reservist | 0 1
residence | 0 17
resident | 0 11
residents | 17 49
resistance | 0 3
resort | 1 7
resorts | 1 0
resources | 0 1
respondents | 2 3
rest | 7 50
restaurant | 4 22
restaurants | 5 19
restaurateur | 0 1
restroom | 0 2
retailer | 0 4
retailers | 4 5
retinue | 0 1
retiree | 0 1
retirees | 0 2
retreat | 0 2
rev. | 0 1
reverend | 0 5
reviewer | 0 1
rheumatologist | 0 1
rice | 0 1
rich | 3 0
rick | 0 8
rider | 2 1
riders | 1 5
ridge | 0 10
riffmasters | 0 1
rifle | 0 5
rifles | 0 6
right | 2 9
rightist | 0 2
rightists | 1 0
ring | 1 9
