% | 0 9
1 | 1 1
local | 0 2
locals | 2 2
location | 2 4
locations | 4 3
locus | 0 1
loners | 1 0
loony | 1 0
lord | 0 1
lords | 1 0
loser | 0 2
losers | 0 1
losses | 0 1
lot | 12 18
lots | 0 1
lounge | 0 1
love | 0 1
loyalist | 0 1
loyalists | 0 1
lt. | 0 1
lumberyard | 0 1
luminary | 0 1
lybia | 0 1
machine | 1 1
machinery | 0 1
mafia | 2 19
mafias | 0 1
magazine | 0 9
magazines | 1 5
maid | 0 1
maids | 1 0
mainland | 0 7
major | 0 5
majorities | 1 0
majority | 21 21
majors | 0 1
maker | 1 13
makers | 3 9
malaysians | 0 1
male | 1 1
mall | 0 1
malls | 1 0
man | 44 156
management | 2 4
manager | 1 37
managers | 13 9
mangler | 0 1
mankind | 0 1
mansion | 0 5
manufacturer | 0 4
manufacturers | 6 1
many | 41 38
marchers | 0 5
market | 4 19
marketer | 0 1
marketers | 0 3
marketmakers | 1 0
marketplace | 0 1
markets | 10 8
marshal | 0 1
marshland | 0 1
martin | 0 1
martyr | 0 2
martyrs | 0 1
marvel | 1 0
masseuses | 1 0
master | 4 4
masters | 2 2
matchmaker | 0 1
mate | 0 2
mates | 1 2
mathematician | 0 2
mathematicians | 1 1
maven | 0 1
mavens | 1 0
may | 0 1
mayor | 1 25
mayors | 1 1
me. | 0 1
meadows | 1 0
mecca | 1 0
mechanics | 0 1
medalist | 1 3
medalists | 0 2
media | 11 25
mediator | 1 0
member | 12 59
members | 47 149
membership | 0 1
memorial | 0 10
men | 67 116
men. | 0 1
mentor | 0 2
merchants | 6 3
messenger | 1 0
meteorologists | 0 2
metropolis | 0 1
micropreemies | 1 0
middle | 1 2
middlemen | 1 0
midsection | 0 1
midwesterner | 1 0
migrants | 0 1
miles | 0 2
militant | 0 1
militants | 2 4
militaries | 0 1
military | 2 56
military. | 0 1
militia | 0 3
militias | 1 0
mill | 0 2
millionaire | 0 5
millions | 4 7
minds | 0 1
mine | 0 1
miners | 0 2
mines | 2 0
minister | 10 71
ministers | 1 21
ministries | 1 8
ministry | 2 9
minorities | 2 0
minority | 3 8
minstrel | 0 1
mishmash | 0 1
missile | 1 0
missiles | 1 3
mission | 0 1
missionary | 0 1
mistress | 0 2
mistresses | 1 0
mob | 1 20
mobster | 1 3
mobsters | 5 8
model | 0 5
models | 0 2
moderate | 2 1
moderates | 1 5
module | 0 5
modules | 0 1
molester | 0 1
molesters | 1 0
mom | 0 2
monarch | 0 2
monarchist | 0 1
monarchists | 0 1
monarchy | 0 3
monastery | 0 1
money | 1 0
moneymaker | 0 1
monicas | 0 1
monitor | 0 1
monitors | 3 2
monk | 0 1
monopolies | 0 2
monopoly | 1 0
monument | 0 2
monuments | 0 1
more | 1 2
mosque | 0 3
mosques | 1 0
most | 21 29
motels | 0 1
mother | 8 44
motherland | 0 4
mothers | 11 0
motorbikes | 0 1
motorcycles | 2 0
motorcyclist | 0 1
motorcyclists | 1 1
motorists | 2 1
mountain | 0 9
mountains | 1 2
mourners | 1 3
movement | 0 13
movers | 0 1
moviegoer | 1 0
moviegoers | 2 0
mr. | 1 55
mrs. | 0 6
ms. | 0 1
multinationals | 0 1
mummy | 0 1
municipality | 0 1
murderer | 2 1
murderers | 1 0
muscovites | 2 0
museum | 0 10
museums | 8 2
musher | 0 1
mushers | 0 1
musician | 1 0
musicians | 2 2
musicologist | 0 1
muslims | 0 1
n.b.a | 0 2
n.b.a. | 0 2
n.f.l. | 0 1
n2k | 0 1
name | 0 2
names | 0 1
nasheva | 0 1
nation | 9 164
national | 2 0
nationalists | 5 2
nationals | 5 4
nations | 27 36
native | 0 6
natural | 1 0
navies | 1 4
navy | 0 10
nazies | 0 1
nbc. | 0 1
negatives | 1 0
negotiator | 0 5
negotiators | 0 12
neighbor | 0 10
neighborhood | 1 12
neighborhoods | 4 3
neighbors | 5 11
neighbours | 0 1
neo | 0 2
neonatalogist | 0 1
nephrologist | 0 1
network | 2 36
networker | 0 1
networks | 3 13
newborns | 0 1
newcomer | 0 1
newsdesk | 0 1
newsletter | 0 1
newsmagazine | 0 1
newsmaker | 0 1
newsman | 0 3
newspaper | 0 28
newspapers | 4 19
newsroom | 0 1
next | 1 0
nicole | 0 1
niece | 0 1
nigerians | 3 1
nightclub | 0 2
nightclubs | 3 1
no. | 1 2
nominee | 1 12
nominees | 1 1
nominees. | 0 1
none | 1 0
nonsigners | 0 1
nonskiers | 1 0
north | 0 10
northeast | 0 4
northwest | 0 2
norwegians | 0 1
novelist | 0 2
nudist | 1 0
number | 13 30
numbers | 1 1
nun | 0 1
nurse | 0 2
nurses | 2 2
nurturers | 1 0
nutritionists | 2 0
oasis | 0 2
observatory | 0 1
observer | 1 3
observers | 13 15
obstacle | 0 1
obstetricians | 1 0
occupant | 1 0
occupants | 0 2
ocean | 0 3
octuplets | 1 1
odera | 0 2
offenders | 0 4
offficers | 0 1
office | 4 122
office. .. | 0 2
officer | 4 75
officers | 17 40
offices | 7 24
official | 11 156
officials | 61 465
offspring | 1 0
ogonis | 0 1
old | 0 1
olds | 1 0
oldsters | 0 1
oligarchs | 1 2
one | 32 201
one more | 0 1
ones | 12 9
only three | 0 1
operation | 0 7
operations | 0 1
operatives | 1 1
operator | 0 3
operators | 5 7
opponent | 4 10
opponents | 9 11
opposition | 4 12
oppressors | 0 1
optimist | 0 1
option | 1 3
orbit | 0 1
orchestra | 0 1
orchestras | 1 0
order | 0 1
organisation | 2 0
organisations | 1 1
organisers | 0 1
organist | 0 2
organization | 4 49
organizations | 14 20
organizer | 1 3
organizers | 0 10
original | 1 1
orphan | 0 1
oslo | 0 1
other | 3 5
other. | 1 0
others | 43 84
outcast | 0 1
outfielder | 0 2
outfit | 0 2
outlet | 0 2
outlets | 1 2
outpost | 0 5
outside | 2 1
outsider | 1 1
outsiders | 3 1
outskirts | 2 6
overextended | 1 0
own | 1 2
owner | 1 28
owners | 11 21
ownership | 1 0
p | 0 3
p.g.a | 0 1
p.s. 87 | 0 1
pack | 0 2
pad | 0 1
padres | 0 1
painter | 0 2
palace | 0 5
palaces | 0 8
palazzos | 0 1
paleobiologist | 0 1
paleontologist | 0 1
palestinians | 0 1
panel | 3 29
panels | 2 1
panhandles | 0 1
paper | 0 11
papers | 0 3
par | 0 2
paragon | 0 1
paralegal | 0 1
paramilitaries | 0 2
parcells. . . | 0 1
parent | 4 2
parents | 27 28
parish | 0 2
parishes | 1 1
parishioners | 1 1
park | 1 12
parks | 3 2
parliament | 1 14
parliamentarian | 0 1
parliamentarians | 1 0
parliaments | 0 1
parlor | 0 1
part | 5 30
participant | 1 2
participants | 5 7
parties | 10 59
partisans | 1 1
partner | 3 24
partners | 11 20
partnership | 0 4
parts | 3 24
party | 12 84
partygivers | 1 0
passageway | 0 1
passenger | 1 6
passengers | 13 10
passer-by | 0 3
passerby | 0 1
passers-by | 1 1
passes | 0 1
pastor | 0 1
pastors | 0 1
pat | 0 1
path | 0 3
paths | 0 1
patient | 6 3
patients | 41 5
patriarch | 0 1
patriot | 1 1
patrol | 0 1
patrols | 0 3
patrons | 2 2
pavement | 0 1
peace | 0 1
peacekeepers | 0 3
peak | 0 1
peasants | 1 0
peddler | 0 1
pedestrians | 0 1
peninsula | 0 4
pensioner | 0 1
people | 495 473
people. . . | 1 0
peoples | 1 1
percent | 16 35
percentage | 1 0
periodicals | 1 0
perkin. | 0 1
perp | 1 0
perpetrators | 1 2
person | 35 32
persona non grata | 1 1
personalities | 1 2
personality | 2 1
personnel | 11 17
persons | 7 1
perth | 0 1
pessimists | 1 0
pevek | 0 1
phalanx | 0 1
philanthropist | 1 0
photographer | 0 3
photographers | 0 10
physician | 2 3
physicians | 2 0
physicist | 0 1
physicists | 1 0
pick | 0 6
pickers | 2 0
picks | 0 3
pier | 0 2
pile | 0 1
pilgrims | 2 1
pilot | 0 13
pilots | 8 11
pioneer | 0 3
pioneers | 1 0
pirates | 1 0
pitcher | 2 5
pitchers | 1 5
pl | 1 0
place | 6 29
places | 6 13
plains | 0 3
plaintiff | 0 4
plaintiffs | 1 7
plan | 0 2
plane | 2 12
planes | 5 4
planet | 0 2
planner | 1 2
plant | 5 19
plants | 3 10
platform | 1 5
platforms | 4 1
player | 24 29
players | 33 71
playhouse | 0 1
playmate | 0 1
playwright | 0 3
playwrights | 0 1
plaza | 0 1
plazas | 1 0
poachers | 1 0
podujevo | 0 1
poet | 1 0
poets | 1 0
point | 0 5
points | 2 1
poles | 0 1
police | 14 239
police. | 0 1
policeman | 2 3
policemen | 1 8
policewoman | 0 1
policymaker | 0 1
policymakers | 1 0
politician | 6 10
politicians | 23 15
polls | 4 1
pollsters | 1 1
pond | 0 1
pool | 2 2
pools | 0 1
poor | 7 0
poorest | 1 1
pope | 4 17
popes | 1 0
population | 9 41
populations | 0 3
pornographer | 0 1
port | 0 56
porter | 0 1
porters | 2 0
portion | 0 1
portions | 0 1
ports | 4 7
position | 0 1
positions | 2 1
positives | 1 0
possessions | 0 2
post | 1 6
posters | 1 0
power | 5 9
powerful | 1 0
powerhouse | 2 1
powers | 0 8
practice | 0 1
practitioner | 0 2
preacher | 0 2
preachers | 1 2
precinct | 0 1
precincts | 1 1
precursors | 0 1
predator | 1 0
predecessor | 0 9
predecessors | 1 1
prefect | 0 1
prefecture | 0 1
premier | 3 8
premiere | 0 4
premises | 0 1
presence | 1 2
preserve | 0 1
presidency | 0 4
president | 57 380
presidents | 5 18
press | 10 8
priest | 1 5
priests | 2 0
prince | 0 4
princess | 0 2
principal | 1 1
principals | 0 1
prison | 22 36
prisoner | 1 5
prisoners | 10 19
prisons | 1 0
prize | 0 1
prizes | 1 0
problem | 1 1
producer | 0 9
producers | 7 3
product | 0 1
professional | 1 0
professionals | 8 4
professor | 0 42
progeny | 0 1
program | 0 11
programmers | 2 1
programs | 3 3
project | 0 8
projects | 4 1
proliferators | 1 0
promoter | 0 1
properties | 5 3
property | 1 5
proponents | 3 3
proportion | 0 2
prosecution | 0 7
prosecutor | 16 28
prosecutors | 6 39
prospects | 1 0
prostitute | 1 1
protectees | 1 0
protector | 1 2
protectors | 1 0
protege | 0 2
proteges | 0 1
protesters | 8 24
protestors | 1 0
provider | 2 1
providers | 7 0
province | 2 44
provinces | 6 4
prowlers | 1 0
psychiatrist | 0 1
psychics | 0 1
psychoanalyst | 0 2
psychologist | 0 3
psychologists | 1 0
pub | 0 1
public | 29 26
publication | 0 2
publics | 1 0
publisher | 0 2
pundits | 1 2
puppet | 1 0
purveyors | 1 0
qadaffi | 0 1
quadriplegic | 0 1
quarantine | 0 1
quarterback | 2 4
quarterbacks | 1 1
quartets | 1 0
queen | 0 6
questioner | 1 0
rabbi | 0 2
race | 0 1
races | 0 1
rackets | 0 1
raconteur | 0 1
radicals | 1 0
radio | 0 6
radius | 0 1
rage | 0 1
railroad | 0 3
railroads | 0 1
rails | 1 0
railway | 1 1
railways | 0 1
raisers. [ | 1 0
ramstein | 0 1
ranch | 0 12
rancher | 0 1
range | 0 1
rangers | 0 1
rank | 1 0
ranks | 1 0
rapper | 1 8
rappers | 2 0
raptors | 0 1
rat | 0 1
reactor | 0 1
reactors | 0 1
readers | 5 1
rear | 0 1
rebel | 0 2
rebels | 2 37
receivers | 0 1
recipient | 2 2
recluse | 1 0
recruits | 2 0
rectangle | 0 1
referees | 0 1
refineries | 1 1
refinery | 0 1
reformers | 2 1
refuge | 2 0
refugee | 1 2
refugees | 7 12
regents | 0 2
regime | 1 14
regimes | 0 2
region | 3 156
regions | 9 17
registrar | 0 2
regulars | 2 0
regulators | 6 17
reinsurer | 0 1
reinsurers | 1 0
relative | 0 8
relatives | 8 13
reliever | 1 0
religion | 1 0
renters | 1 0
rep. | 0 6
replacement | 1 1
reporter | 3 14
reporters | 22 68
representative | 0 15
representatives | 7 24
republic | 7 26
republican | 0 4
republicans | 11 46
republics | 0 2
rescuers | 0 5
researcher | 0 7
researchers | 7 32
researches | 1 0
reservers | 0 1
residence | 0 13
resident | 0 8
residents | 16 39
resistance | 0 1
resort | 1 6
resorts | 1 0
respondents | 2 1
rest | 3 32
restaurant | 2 19
restaurants | 6 17
restaurateur | 0 1
retailer | 0 1
retailers | 7 2
retinue | 1 0
retiree | 0 1
retirees | 0 2
retreat | 0 1
rev. | 0 1
reviewer | 0 1
rheumatologist | 0 1
rice | 0 1
rich | 2 0
rider | 2 1
riders | 2 4
ridge | 0 2
riffmasters | 0 1
rifles | 0 1
right | 1 9
rightist | 0 2
rightists | 1 0
ring | 1 9
ringleader | 0 1
rings | 1 0
rink | 0 1
rioters | 0 2
rival | 2 10
rivals | 7 10
river | 1 5
riverbank | 0 1
rivers | 2 4
road | 4 13
roadblocks | 0 1
roads | 7 10
robbers | 0 2
rockets | 1 0
rocks | 0 1
rod | 0 1
role | 1 0
ron | 0 1
roof | 0 1
rooftops | 1 0
rookies | 0 1
room | 5 28
roommate | 0 1
roommates | 0 1
rooms | 9 10
roster | 0 1
route | 0 5
routes | 1 0
rower | 0 1
royals | 0 1
ruins | 0 1
ruler | 0 4
rulers | 0 1
run | 0 2
runner | 0 2
runners | 0 1
runway | 1 14
runways | 0 1
rush | 0 1
sailor | 0 9
sailors | 1 80
salesperson | 0 3
samaritans | 0 1
sample | 2 0
sanctuary | 0 1
sarin | 2 1
savior | 0 1
scalpers | 0 2
scapegoat | 0 1
scene | 0 11
scholar | 1 3
scholars | 1 8
school | 12 39
schoolchildren | 0 1
schoolgirls | 1 0
schoolhouse | 0 1
schools | 21 21
scientist | 1 8
scientists | 17 13
scion | 0 1
scooter | 0 2
scooters | 1 0
scorer | 0 1
scorers | 0 1
scores | 1 6
scout | 0 2
scouts | 0 1
scratch | 0 1
sculptor | 0 1
sculptors | 0 1
sea | 1 7
seabed | 0 2
seacoasts | 1 0
seafarers | 0 1
seaman | 0 4
seamen | 1 8
seaport | 0 1
seas | 1 1
second | 0 5
secretariat | 0 1
secretaries | 0 3
secretary | 4 44
secretary general | 0 6
secretary of state | 0 8
secretary-general | 0 2
sect | 0 1
section | 1 17
sections | 0 5
sector | 0 15
sectors | 0 3
security | 0 3
seekers | 0 1
segment | 1 1
selection | 1 0
selections | 1 2
self-employed | 1 0
seller | 2 0
sellers | 2 2
selves | 0 1
seminaries | 0 1
sen. | 0 7
senator | 0 19
senators | 4 18
senders | 1 0
senior | 0 1
seniors | 3 1
sentry | 0 1
separatists | 0 4
serbs | 0 1
sergeant | 0 2
series | 0 1
servant | 0 1
servants | 0 1
service | 0 19
servicemen | 3 2
services | 0 14
set | 2 2
settlement | 1 6
settlements | 0 1
settlers | 3 3
seven | 0 2
several | 0 7
sex | 1 0
sexes | 1 0
sgt. | 0 1
shadow | 1 0
shakers | 0 1
shareholder | 3 3
shareholders | 21 17
shearer | 0 1
shed | 0 1
sheep | 0 1
sheiks | 1 0
shell | 1 0
shelter | 0 2
shelters | 2 1
shepherds | 1 0
sheriff | 1 3
shill | 0 1
ship | 0 3
shipmates | 0 4
shippers | 1 1
shipping | 0 1
ships | 3 0
shooter | 0 1
shooters | 1 0
shop | 0 8
shopkeeper | 1 1
shopkeepers | 1 0
shopper | 1 2
shoppers | 8 2
shops | 4 8
shore | 1 1
shores | 0 1
shortstop | 0 2
shotguns | 2 0
shots | 0 1
showroom | 1 1
shrine | 0 2
shrink | 1 0
side | 3 19
sideline | 1 0
sides | 1 58
sidewalk | 0 1
sidewalks | 0 2
sieve | 0 4
sight | 0 2
signatories | 0 1
singer | 4 7
singers | 0 5
sir | 2 0
sister | 0 5
sisters | 1 1
site | 4 36
sites | 13 26
six | 1 5
six thousand | 0 1
skater | 0 1
skaters | 0 1
skeptics | 1 1
skier | 1 1
skiers | 8 2
skies | 0 1
skipper | 0 2
sky | 0 1
slasher | 0 1
slate | 3 3
slates | 1 0
slave | 2 0
slaves | 2 2
slice | 1 0
slingshot | 1 0
slope | 0 2
slopes | 0 1
slot | 0 5
slots | 0 1
smaller | 0 1
smallest | 0 1
smokers | 4 1
smugglers | 1 0
snobs | 1 0
snowboarder | 0 2
snowboarders | 1 0
so-and-so | 1 0
societies | 1 2
society | 10 17
sociologists | 1 1
soil | 1 1
soldier | 1 7
soldiers | 18 59
soloist | 0 2
solver | 0 1
some | 38 69
son | 1 37
songwriter | 0 1
sonics | 0 1
sonntagsblick | 0 1
sons | 2 6
sophomore | 0 4
sorts | 2 0
souls | 1 1
soup | 0 1
source | 11 27
sources | 19 77
souter | 0 1
south | 0 14
southeast | 0 1
southwest | 0 1
space | 1 11
speaker | 1 9
speakers | 2 3
specialist | 0 6
specialists | 3 0
spectator | 0 1
spectators | 1 5
speculators | 2 0
spies | 5 1
spinner | 0 1
spinoff | 0 2
spinoffs | 0 1
spirit | 0 2
spokesman | 1 91
spokesmen | 1 4
spokesperson | 0 2
spokeswoman | 0 27
sponsor | 5 4
sponsorer | 0 1
sponsors | 6 1
sport | 0 1
sportsman | 1 0
spot | 0 2
spotters | 1 0
spouse | 1 0
spread | 0 1
spurs | 0 1
spy | 3 7
squad | 0 9
square | 1 6
st. | 0 9
stadia | 0 1
stadium | 2 15
stadiums | 0 1
staff | 13 30
staffer | 0 1
staffers | 0 1
staffs | 1 0
stage | 0 1
stairwell | 0 1
stand | 1 0
stands | 0 1
star | 5 15
stars | 8 7
starter | 3 1
starters | 2 3
state | 16 153
states | 23 68
station | 2 55
stations | 9 27
statistician | 0 1
statisticians | 1 0
stella | 0 1
stepdaughter | 0 1
stepparent | 1 0
steppe | 0 2
steps | 0 1
stepson | 0 1
steward | 0 1
stock | 1 0
stockholder | 1 0
stockholders | 5 3
stones | 1 0
stop | 1 3
stops | 0 1
store | 4 15
storefront | 0 1
stores | 11 14
stowaways | 0 1
straits | 0 1
stranger | 0 2
strangers | 1 0
strategist | 1 5
strategists | 1 0
strategistsaid | 0 1
stre | 0 1
streams | 1 0
street | 7 13
streets | 13 30
striker | 0 1
strikers | 0 2
stripper | 0 1
strippers | 0 3
strongest | 0 1
stronghold | 0 7
strongholds | 0 1
strongman | 0 1
structure | 0 4
structures | 0 1
student | 3 9
students | 24 33
studio | 1 6
studios | 0 1
study | 0 1
sub | 0 1
subcommittee | 0 1
subdivision | 0 1
subject | 1 5
submariner | 0 3
submariners | 0 6
subordinates | 0 1
subscriber | 1 0
subscribers | 3 5
subsidiaries | 2 3
subsidiary | 0 10
substate | 0 1
suburb | 1 5
suburbanites | 1 0
suburbs | 4 2
subway | 0 1
successor | 4 4
successors | 2 0
sufferer | 0 1
suitor | 0 1
sultanate | 0 1
summit | 0 1
sun | 0 2
sup | 0 1
superintendent | 0 3
superior | 0 1
superiors | 0 1
supermarkets | 1 0
superpower | 3 2
superpowers | 0 1
superstar | 0 1
supervisor | 3 7
supervisors | 1 2
supplier | 0 2
suppliers | 13 2
support | 0 1
supporter | 1 5
supporters | 29 27
surface | 0 6
surge | 0 1
surgeon | 0 1
surgeons | 1 1
surrogates | 4 0
survivor | 1 5
survivors | 6 13
suspect | 1 13
suspects | 4 22
swami | 1 0
swamp | 0 1
swamplands | 0 1
swashbuckler | 0 1
swath | 0 2
swede | 0 1
swisscom | 0 1
symbol | 0 2
symbols | 1 0
synagogues | 1 0
syndicates | 0 4
system | 6 15
systems | 1 5
tabloids | 0 2
tactician | 1 0
taker | 0 1
takers | 1 0
talker | 0 1
tank | 0 2
tanker | 0 2
tankers | 2 0
tanks | 2 2
tannery | 1 0
tao | 0 1
target | 5 4
targets | 5 7
taxiway | 0 2
taxpayer | 1 2
taxpayers | 1 4
teacher | 4 8
teachers | 11 5
team | 33 205
teammate | 0 5
teammates | 0 8
teams | 17 40
teargas | 1 0
technician | 0 1
technicians | 1 2
technology | 0 1
teen | 4 2
teenager | 1 3
teenagers | 3 2
teens | 3 0
telecommunications | 0 1
television | 0 13
teller | 0 1
temple | 0 5
temples | 1 2
ten | 0 2
tenant | 0 1
tenants | 1 0
tens | 3 3
tents | 0 3
terminal | 0 2
terminals | 0 1
territories | 1 9
territory | 1 29
terrorist | 1 1
terrorists | 19 5
theater | 1 1
theaters | 0 4
them. | 0 1
theologian | 0 1
theologians | 0 1
theoreticians | 1 0
thieves | 2 1
thing | 1 1
thinker | 2 2
thinkers | 3 0
thirty | 1 0
thirty-five | 1 0
thompsons | 0 1
thousands | 8 24
threat | 1 0
three | 2 18
thrift | 0 6
thrifts | 5 2
throng | 0 1
throwers | 1 3
thug | 0 1
thugocracy | 0 2
thugs | 2 0
ticket | 1 2
ticketmaster | 0 1
tickets | 0 1
tier | 0 1
timers | 1 0
timorese | 0 1
tip | 0 2
tipper | 0 1
tiremaker | 0 1
titans | 1 0
today | 0 5
toilets | 0 1
tomb | 0 2
top | 0 1
torpedo | 2 0
tossups | 0 1
total | 0 2
tourist | 0 1
tourists | 12 6
tower | 0 2
towers | 1 0
town | 2 77
towns | 4 10
township | 0 3
townships | 1 0
track | 0 3
tracks | 0 1
tracts | 0 1
trade | 0 3
trader | 0 5
traders | 3 4
traditionalists | 1 0
traffic | 1 0
traffickers | 1 0
trail | 0 5
trails | 1 0
train | 1 0
traitor | 1 1
transit | 0 2
translator | 0 2
translators | 0 1
transplants | 0 1
transport | 0 1
transportation | 1 2
transportnoye | 0 1
traveler | 1 0
travelers | 15 1
travelers. | 1 0
travellers | 1 0
treasurer | 0 6
tribe | 0 3
tribes | 0 8
tribunal | 3 14
tribunals | 0 1
tributaries | 0 1
trio | 0 1
trooper | 0 2
troops | 32 98
troublemakers | 2 0
troupes | 0 1
truck | 1 4
trucks | 3 0
trust | 1 0
trustee | 0 1
trustees | 0 2
tunnel | 0 2
turf | 0 2
turnout | 1 0
turon | 0 1
tutor | 0 2
tutsis | 0 2
tv | 0 2
twenty-six hundred | 0 1
twenty-three | 0 1
twentysomethings | 0 1
two | 4 54
tycoons | 2 0
type | 2 1
types | 1 0
ucla | 0 1
uk | 0 1
uncle | 0 1
uncles | 1 0
underachiever | 0 1
undergraduate | 0 1
undersecretary | 0 1
underworld | 1 4
unemployed | 1 0
uninsured | 0 1
union | 1 9
unionist | 0 1
unionists | 3 0
unions | 3 5
unit | 1 33
units | 7 12
universe | 1 3
universities | 2 2
university | 1 7
unscom | 0 1
urbanites | 1 0
us. | 0 1
usda | 0 1
user | 1 1
users | 14 2
uses | 1 0
usher | 0 1
ushers | 1 2
utilities | 1 1
utility | 0 2
utilityman | 0 1
valley | 0 6
valleys | 0 1
van | 0 1
vancouver | 0 1
vandals | 0 1
vanguard | 0 1
vehicle | 0 2
vehicles | 2 3
vendors | 0 1
venture | 0 8
ventures | 0 3
venue | 0 2
venues | 1 0
verifiers | 1 0
vet | 0 1
veteran | 0 7
veterans | 7 2
vets | 1 0
viacomb 947,300 57 | 0 1
vice | 0 1
vice president | 0 5
victim | 5 17
victims | 22 40
victor | 0 4
victors | 1 0
viewers | 8 3
villa | 0 1
village | 2 23
villagers | 1 4
villages | 6 14
violinist | 1 4
violinists | 1 0
violist | 0 1
virtuoso | 0 1
visionary | 0 1
visitors | 11 3
voice | 2 1
voices | 3 0
volcano | 0 6
volunteer | 0 2
volunteers | 3 3
voter | 4 3
voters | 53 33
voyagers | 0 1
wacko | 1 0
wagon | 0 1
wagons | 1 0
walk | 0 1
walker | 3 0
walkers | 1 0
walls | 0 2
ward | 1 1
warden | 0 1
wardens | 1 0
wards | 0 1
warehouse | 0 2
warehouses | 0 1
warlord | 0 2
warriors | 0 1
warship | 0 1
warships | 1 0
wasteland | 0 1
watchdog | 0 1
watchers | 0 1
watchmen | 1 1
watchtower | 0 6
waterfront | 0 1
waters | 2 7
waterway | 1 1
waterways | 0 1
way | 0 1
weaponry | 1 0
weapons | 2 1
wechsler | 0 1
weeklies | 0 1
weekly | 0 1
welder | 1 0
well-wishers | 0 1
wells | 1 0
west | 0 11
westerners | 1 0
wetlands | 1 0
wheelchair | 0 4
whip | 0 1
whistler | 0 1
white | 0 1
who | 1 0
whole | 0 4
widow | 0 12
widows | 1 0
wife | 2 75
wilderness | 0 1
wilds | 0 1
williamses | 0 1
wine | 0 1
winemakers | 1 0
winery | 0 1
wing | 2 4
winner | 18 8
winner. 1995 | 1 0
winners | 0 3
wipper | 0 1
wire | 1 0
witness | 3 12
witnesses | 15 29
wives | 1 2
woman | 18 43
women | 125 59
woods | 2 1
work | 0 1
worker | 1 8
workers | 40 46
workforce | 0 1
workhorse | 0 1
workmen | 0 1
workplace | 1 0
world | 18 241
world. | 0 1
world. .. | 0 1
worldcom | 0 1
worlds | 1 1
worshipers | 1 0
wounded | 0 3
wreck | 0 1
wreckage | 0 1
wrestler | 1 3
wrestlers | 2 2
writer | 0 10
writers | 5 5
wunderkind | 0 1
y | 1 0
yachtsmen | 0 1
yard | 3 0
yemenis | 0 5
ynificators | 1 0
young | 2 0
youngest | 0 2
youngster | 0 1
youngsters | 1 0
youth | 4 1
youths | 3 2
zone | 0 14
zones | 1 1
zoo | 0 6
